Understat_id,event,team_title,player_name,goals_season,shots_season,xG_season,time_season,xA_season,assists_season,key_passes_season,npg_season,npxG_season,xGChain_season,xGBuildup_season,goals_WMA,shots_WMA,xG_WMA,time_WMA,xA_WMA,assists_WMA,key_passes_WMA,npg_WMA,npxG_WMA,xGChain_WMA,xGBuildup_WMA
4105,8,Wolverhampton Wanderers,Raúl Jiménez,1,17,1.8385447077453136,630,1.841901123523712,2,19,1,1.8385447077453136,4.0372314155101785,1.1012774212285876,0.2380952380952381,1.7142857142857142,0.2715591547035036,90.0,0.31210162171295713,0.5714285714285714,2.4285714285714284,0.2380952380952381,0.2715591547035036,0.633969383580344,0.13599668425463496
4105,9,Wolverhampton Wanderers,Raúl Jiménez,1,17,1.8385447077453136,631,1.841901123523712,2,19,1,1.8385447077453136,4.0372314155101785,1.1012774212285876,0.19047619047619047,1.0476190476190477,0.1915412021889573,64.57142857142857,0.23320411500476654,0.4761904761904762,1.6666666666666667,0.19047619047619047,0.1915412021889573,0.4557326776640756,0.0910740282297844
4105,10,Wolverhampton Wanderers,Raúl Jiménez,1,19,1.964170660823584,721,1.882305968552828,2,20,1,1.964170660823584,4.203262224793433,1.1012774212285876,0.14285714285714285,1.1904761904761905,0.16415934654928388,68.80952380952381,0.1724819764494896,0.3809523809523809,1.380952380952381,0.14285714285714285,0.16415934654928388,0.3507968258290064,0.05129934306300822
4105,11,Wolverhampton Wanderers,Raúl Jiménez,2,22,2.739357437938452,811,1.882305968552828,2,20,2,2.739357437938452,5.478546991944313,1.6013753516599536,0.35714285714285715,1.6428571428571428,0.31691620419067995,74.10714285714286,0.1293614823371172,0.2857142857142857,1.0357142857142858,0.35714285714285715,0.31691620419067995,0.5819188111594745,0.16349898990509767
4105,12,Wolverhampton Wanderers,Raúl Jiménez,2,23,2.822004470974207,901,1.882305968552828,2,20,2,2.822004470974207,5.478546991944313,1.6013753516599536,0.2857142857142857,1.5714285714285714,0.2705813610837573,77.28571428571429,0.057099660947209314,0.19047619047619047,0.5238095238095238,0.2857142857142857,0.2705813610837573,0.4260008079665048,0.13270079521905812
4105,13,Wolverhampton Wanderers,Raúl Jiménez,3,25,3.2046396173536777,991,1.882305968552828,2,20,3,3.2046396173536777,5.95367731153965,1.693870517425239,0.4761904761904762,1.7142857142857142,0.2967277690768242,81.52380952380952,0.028589140623807907,0.09523809523809523,0.2857142857142857,0.4761904761904762,0.2967277690768242,0.4287541345471427,0.1266141384840012
4105,14,Wolverhampton Wanderers,Raúl Jiménez,3,27,3.3861767239868636,1081,1.882305968552828,2,20,3,3.3861767239868636,6.1731365621089935,1.731792668811977,0.35714285714285715,1.7857142857142858,0.2679301034659147,83.64285714285714,0.02144185546785593,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.2679301034659147,0.37643041355269297,0.10444114170968534
4105,15,Wolverhampton Wanderers,Raúl Jiménez,3,30,3.473759148269892,1171,1.9286587126553056,2,21,3,3.473759148269892,6.439936518669128,1.864657456986606,0.2857142857142857,2.142857142857143,0.2329598468329225,86.82142857142857,0.014474246384842055,0.0,0.32142857142857145,0.2857142857142857,0.2329598468329225,0.34706866847617285,0.1114412873451199
4105,16,Wolverhampton Wanderers,Raúl Jiménez,3,30,3.473759148269892,1261,1.940850333310664,2,22,3,3.473759148269892,6.452128139324486,1.864657456986606,0.2222222222222222,1.6666666666666667,0.18119099198116195,87.52777777777777,0.013966996222734456,0.0,0.4722222222222222,0.2222222222222222,0.18119099198116195,0.272651546738214,0.08667655682398215
4105,17,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1307,1.940850333310664,2,22,3,3.4844630239531402,6.452128139324486,1.864657456986606,0.17777777777777778,1.5333333333333334,0.1470935687215792,79.22222222222223,0.011173596978187565,0.0,0.37777777777777777,0.17777777777777778,0.1470935687215792,0.2181212373905712,0.06934124545918571
4105,18,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1307,1.940850333310664,2,22,3,3.4844630239531402,6.452128139324486,1.864657456986606,0.16666666666666666,1.5277777777777777,0.1381470076739788,80.22222222222223,0.011218407061985798,0.0,0.3888888888888889,0.16666666666666666,0.1381470076739788,0.2055710821878165,0.06547155583070384
4105,19,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.1111111111111111,1.1388888888888888,0.09242705444598363,81.44444444444444,0.01188420850990547,0.0,0.5277777777777778,0.1111111111111111,0.09242705444598363,0.14190500824608734,0.04426655483742555
4105,20,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.1111111111111111,1.1388888888888888,0.09242705444598363,81.44444444444444,0.01188420850990547,0.0,0.5277777777777778,0.1111111111111111,0.09242705444598363,0.14190500824608734,0.04426655483742555
4105,21,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.07142857142857142,1.0357142857142858,0.06453862846163767,80.57142857142857,0.012640085137848344,0.0,0.5714285714285714,0.07142857142857142,0.06453862846163767,0.10158391516389592,0.02965056922818933
4105,22,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.047619047619047616,0.9523809523809524,0.05057028623386508,79.52380952380952,0.013333964826805251,0.0,0.6190476190476191,0.047619047619047616,0.05057028623386508,0.08835255806999548,0.026996849193459467
4105,23,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.0,0.8,0.026634497195482252,78.26666666666667,0.013740275924404462,0.0,0.6666666666666666,0.0,0.026634497195482252,0.057763854290048273,0.020243448515733082
4105,24,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.0,0.3333333333333333,0.003567958561082681,75.33333333333333,0.01024317182600498,0.0,0.6666666666666666,0.0,0.003567958561082681,0.01024317182600498,0.0
4105,25,Wolverhampton Wanderers,Raúl Jiménez,3,31,3.4844630239531402,1397,1.9562150910496712,2,23,3,3.4844630239531402,6.467492897063494,1.864657456986606,0.0,0.0,0.0,90.0,0.015364757739007471,0.0,1.0,0.0,0.0,0.015364757739007471,0.0
4456,2,Burnley,Chris Wood,0,3,0.1089031770825386,90,0.09369844943284987,0,1,0,0.1089031770825386,0.2026016265153885,0.09369844943284987,0.0,3.0,0.1089031770825386,90.0,0.09369844943284987,0.0,1.0,0.0,0.1089031770825386,0.2026016265153885,0.09369844943284987
4456,3,Burnley,Chris Wood,0,4,0.1791016161441803,167,0.09369844943284987,0,1,0,0.1791016161441803,0.2728000655770302,0.09369844943284987,0.0,1.6666666666666667,0.08310001840194066,81.33333333333333,0.031232816477616623,0.0,0.3333333333333333,0.0,0.08310001840194066,0.1143328348795573,0.031232816477616623
4456,4,Burnley,Chris Wood,1,7,1.5211072266101835,257,0.1690915673971176,0,4,1,1.5211072266101835,0.3976990282535553,0.14047323167324066,0.5,2.333333333333333,0.7125528144339721,85.66666666666667,0.053312967220942184,0.0,1.6666666666666667,0.5,0.7125528144339721,0.1196158987780412,0.0390037993590037
4456,5,Burnley,Chris Wood,1,10,2.0562703907489777,344,0.1690915673971176,0,4,1,2.0562703907489777,0.9328621923923494,0.14047323167324066,0.3,2.6,0.6415969543159008,86.2,0.031987780332565316,0.0,1.0,0.3,0.6415969543159008,0.2858348049223424,0.02340227961540222
4456,6,Burnley,Chris Wood,1,11,2.097701650112868,428,0.23486294597387314,0,5,1,2.097701650112868,0.974293451756239,0.14047323167324066,0.2,2.066666666666667,0.4415417226652305,85.46666666666667,0.04324897974729538,0.0,1.0,0.2,0.4415417226652305,0.20436695640285807,0.015601519743601482
4456,7,Burnley,Chris Wood,1,12,2.1870895586907864,518,0.23486294597387314,0,5,1,2.1870895586907864,1.1839999668300152,0.2607918381690979,0.14285714285714285,1.761904761904762,0.3409263472117129,86.76190476190477,0.030892128390925276,0.0,0.7142857142857143,0.14285714285714285,0.3409263472117129,0.20589254459454898,0.04552068738710313
4456,8,Burnley,Chris Wood,1,15,2.3521316014230247,602,0.2494615139439702,0,6,1,2.3521316014230247,1.4394086711108685,0.336559921503067,0.09523809523809523,2.0476190476190474,0.2839340947213627,86.09523809523809,0.02387919800267333,0.0,0.7619047619047619,0.09523809523809523,0.2839340947213627,0.22248550930193495,0.054750052236375364
4456,9,Burnley,Chris Wood,1,16,2.88279115781188,688,0.2494615139439702,0,6,1,2.88279115781188,1.4994450993835926,0.3965963497757912,0.047619047619047616,1.761904761904762,0.3287307096733933,86.2857142857143,0.01646190921642951,0.0,0.5238095238095238,0.047619047619047616,0.3287307096733933,0.18074320097054755,0.060338485453810015
4456,10,Burnley,Chris Wood,1,17,2.9910251609981064,778,0.2494615139439702,0,6,1,2.9910251609981064,2.0074861831963062,0.7964034453034401,0.0,1.4761904761904765,0.2309075895519484,87.19047619047619,0.009044620430185682,0.0,0.2857142857142857,0.0,0.2309075895519484,0.2674861280691056,0.16014537463585535
4456,11,Burnley,Chris Wood,2,22,3.689670633524656,868,0.2494615139439702,0,6,2,3.689670633524656,3.151923138648272,1.2421948686242104,0.25,2.357142857142857,0.34784206029559883,87.89285714285714,0.006783465322639261,0.0,0.21428571428571427,0.25,0.34784206029559883,0.4867238349148205,0.2315568868070841
4456,12,Burnley,Chris Wood,2,22,3.689670633524656,931,0.2494615139439702,0,6,2,3.689670633524656,3.151923138648272,1.2421948686242104,0.2380952380952381,1.8571428571428568,0.2827435256469817,81.14285714285714,0.0013903398066759107,0.0,0.09523809523809523,0.2380952380952381,0.2827435256469817,0.412142015284016,0.20381664555697213
4456,13,Burnley,Chris Wood,3,23,3.7510381378233433,1013,0.2494615139439702,0,6,3,3.7510381378233433,3.151923138648272,1.2421948686242104,0.4761904761904762,1.619047619047619,0.22446905147461665,80.61904761904762,0.0006951699033379554,0.0,0.047619047619047616,0.4761904761904762,0.22446905147461665,0.3084453635272525,0.1513537104640688
4456,14,Burnley,Chris Wood,3,23,3.7510381378233433,1013,0.2494615139439702,0,6,3,3.7510381378233433,3.151923138648272,1.2421948686242104,0.4761904761904762,1.619047619047619,0.22446905147461665,80.61904761904762,0.0006951699033379554,0.0,0.047619047619047616,0.4761904761904762,0.22446905147461665,0.3084453635272525,0.1513537104640688
4456,15,Burnley,Chris Wood,3,24,3.818091172724962,1074,0.2665678961202502,0,7,3,3.818091172724962,3.151923138648272,1.2421948686242104,0.3809523809523809,1.380952380952381,0.16915331958305269,74.47619047619048,0.004887537764651432,0.0,0.2857142857142857,0.3809523809523809,0.16915331958305269,0.21473473629781173,0.10462023282334916
4456,16,Burnley,Chris Wood,3,24,3.818091172724962,1164,0.30717053916305304,0,8,3,3.818091172724962,3.2526513300836086,1.3023204132914543,0.2857142857142857,1.0357142857142858,0.12686498968728951,78.35714285714286,0.013816314084189278,0.0,0.4642857142857143,0.2857142857142857,0.12686498968728951,0.18623310008219307,0.09349656078432288
4456,17,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.2222222222222222,1.0277777777777777,0.11623491740061175,74.94444444444444,0.01074602206548055,0.0,0.3611111111111111,0.2222222222222222,0.11623491740061175,0.17199280112981793,0.09986438167591888
4456,18,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.21428571428571427,0.9642857142857144,0.09426670681153024,74.03571428571429,0.011755277469222034,0.0,0.3928571428571429,0.21428571428571427,0.09426670681153024,0.15201237238943574,0.08954305334814958
4456,19,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.19047619047619047,0.8571428571428571,0.07738752911488216,73.04761904761905,0.012925654472339721,0.0,0.42857142857142855,0.19047619047619047,0.07738752911488216,0.11338040197179428,0.07044427025885809
4456,20,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.19047619047619047,0.8571428571428571,0.07738752911488216,73.04761904761905,0.012925654472339721,0.0,0.42857142857142855,0.19047619047619047,0.07738752911488216,0.11338040197179428,0.07044427025885809
4456,21,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.13333333333333333,0.6666666666666666,0.04793616235256195,72.33333333333333,0.014248647913336753,0.0,0.4666666666666667,0.13333333333333333,0.04793616235256195,0.06757810264825821,0.05675073017676671
4456,22,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.1,0.7,0.05115922316908837,72.6,0.015602069348096846,0.0,0.5,0.1,0.05115922316908837,0.07907915934920311,0.06689836531877516
4456,23,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.0,0.6666666666666666,0.050690338015556335,71.66666666666667,0.016385278043647606,0.0,0.5,0.0,0.050690338015556335,0.0946519412100315,0.08111772562066713
4456,24,Burnley,Chris Wood,3,25,3.897120837122202,1227,0.30717053916305304,0,8,3,3.897120837122202,3.3748030848801136,1.4244721680879593,0.0,1.0,0.07902966439723969,63.0,0.0,0.0,0.0,0.0,0.07902966439723969,0.12215175479650495,0.12215175479650495
5555,2,Everton,Dominic Calvert-Lewin,1,5,1.0004013776779177,90,0.0,0,0,1,1.0004013776779177,1.0004013776779177,0.0,1.0,5.0,1.0004013776779177,90.0,0.0,0.0,0.0,1.0,1.0004013776779177,1.0004013776779177,0.0
5555,3,Everton,Dominic Calvert-Lewin,2,9,2.3217252492904663,180,0.1069907248020172,0,2,1,1.5605564117431645,1.6832759976387026,0.03200363740324974,1.0,4.333333333333333,1.2143497069676716,90.0,0.07132714986801146,0.0,1.3333333333333333,0.3333333333333333,0.7069038152694702,0.7887168725331625,0.02133575826883316
5555,4,Everton,Dominic Calvert-Lewin,3,11,3.1624922156333923,253,0.13921446353197098,0,3,1,1.640191361308098,1.7951346859335902,0.03200363740324974,1.0,3.1666666666666665,1.0275583366552992,81.5,0.05177544429898262,0.0,1.1666666666666667,0.16666666666666666,0.393269382417202,0.45028778041402506,0.01066787913441658
