,dataset,gameweek,position,linear_regression_mae,ridge_regression_mae,lasso_regression_mae,random_forest_mae,xgboost_mae,xgboost_v2_mae
243,training,9,midfielder,2.0105860287951236,2.0163428161148995,2.019482692617506,1.7749400030863984,1.8729908,1.8731197
244,training,10,defender,1.7392616595825647,1.6959595007276556,1.7029595166275608,2.090871321232729,2.203602,2.0744514
245,training,10,forward,2.824911820779763,2.7706073182300184,2.7927605508628046,2.5446609651582595,2.570343,2.4945812
246,training,10,goalkeeper,2.864066949123006,2.8767518601779014,2.8029244856228526,2.221074848849774,2.3746014,2.297944
247,training,10,midfielder,1.9404748812462524,1.9407013026580344,1.9413542368349985,1.7328335252637566,1.8306581,1.6986269
248,training,11,defender,1.7031074488963585,1.6802852748765473,1.6906355739721668,2.076647129740105,2.199495,2.203555
249,training,11,forward,2.7196166677786815,2.6778395289517896,2.6898359110921986,2.4900481121420146,2.5589662,2.5445292
250,training,11,goalkeeper,2.919864765509678,2.8728200886471984,2.9226933262854695,2.301319243690909,2.4377244,2.3912134
251,training,11,midfielder,1.9674915615628608,1.963359924874046,1.9683625359369366,1.7527962169450153,1.8476347,1.8351566
252,training,12,defender,1.6698134800152378,1.6377517362347713,1.6417948369548376,2.0280932192777055,2.1550713,2.0149906
253,training,12,forward,2.6884045082579933,2.650271919831104,2.665069124954305,2.470780669904088,2.5180066,2.4143417
254,training,12,goalkeeper,2.797874521538738,2.729505107827535,2.734741693373871,2.2281937899697715,2.3400943,2.2574959
255,training,12,midfielder,1.9923781318925342,1.9966735889947358,1.9961260867033748,1.778426600188896,1.8655175,1.7466226
256,training,13,defender,1.684964209025392,1.6507589959387223,1.6690636675611183,2.036953893502943,2.149731,2.0226152
257,training,13,forward,2.629179678937081,2.56859692133209,2.577515784509862,2.3680800697918833,2.4202504,2.2967324
258,training,13,goalkeeper,2.8471069191193212,2.7660215061647166,2.8071791703517066,2.2276577151011923,2.327776,2.2628367
259,training,13,midfielder,1.9721028444938251,1.975215159411549,1.9686993684724563,1.7624294741430837,1.841617,1.7309375
260,training,14,defender,1.6634846270005863,1.6331744669279658,1.6380181398942828,2.0311115384835263,2.1558874,2.1580737
261,training,14,forward,2.5916826258581143,2.539502376221123,2.5527613278389847,2.3538098286797995,2.423859,2.4184859
262,training,14,goalkeeper,2.7731180449424926,2.7673865949281167,2.782656256755687,2.247249076034061,2.3612328,2.3644862
263,training,14,midfielder,1.9493379599983893,1.9521867225754277,1.9614210812827522,1.7417101316862942,1.8305407,1.8302279
264,training,15,defender,1.6358753894381526,1.60893500301308,1.607379379587412,2.023981299797976,2.148581,2.1577315
265,training,15,forward,2.59793861052311,2.5497350757900445,2.5769091344170083,2.381115093802386,2.4332666,2.4157138
266,training,15,goalkeeper,2.7625016975949768,2.7236988211428335,2.7447338344522176,2.1984892759367463,2.3039615,2.2489107
267,training,15,midfielder,1.935640903210255,1.9385854929264807,1.9368371863988019,1.7541213247032832,1.8357021,1.8295817
268,training,16,defender,1.6400731497303072,1.6170895188641212,1.6145612617406881,2.0230672823787805,2.1537974,2.1605124
269,training,16,forward,2.51813449274482,2.4645847552093576,2.484324466318873,2.311223715177591,2.3818815,2.3751411
270,training,16,goalkeeper,2.7600852750696303,2.74274214952257,2.7699721340772387,2.177199187931358,2.2755542,2.2446752
271,training,16,midfielder,1.9248285015640407,1.9267753464312911,1.9252261005585762,1.7386184663220736,1.8319457,1.821581
272,training,17,defender,1.6646177253179963,1.6420956172830208,1.650018084172516,2.0593649374946414,2.1929119,2.0649114
273,training,17,forward,2.4427838591729207,2.389624827981731,2.4154589465532625,2.2567946013098834,2.32162,2.215634
274,training,17,goalkeeper,2.848643160857978,2.812557982264719,2.804036630119833,2.2029891239402395,2.3149283,2.2317228
275,training,17,midfielder,1.9016042543831386,1.9029422671951532,1.9019795006679308,1.7066121840621582,1.7964535,1.690529
276,training,18,defender,1.6901590364357513,1.6595433965586972,1.6661320701876825,2.0586930565008386,2.1919112,2.1883242
277,training,18,forward,2.4395218548205326,2.370483436797625,2.3833904670754875,2.2640353285118144,2.3076725,2.2905629
278,training,18,goalkeeper,2.7905746030689103,2.769889619538081,2.777007306336149,2.1735176138769816,2.2804272,2.2618196
279,training,18,midfielder,1.9106147479388556,1.9149165054715582,1.9115169129221343,1.7181302801039104,1.8080554,1.7955228
280,training,19,defender,1.7003811366645036,1.6701701292035966,1.6839001566833796,2.0556841531008256,2.1788096,2.1843553
281,training,19,forward,2.3567076621200345,2.3063045996983504,2.3174998113587035,2.209710093912241,2.2401912,2.2415066
282,training,19,goalkeeper,2.8149374949525603,2.795029486293716,2.799362955148579,2.1681359974587466,2.2604885,2.25648
283,training,19,midfielder,1.8965908425870794,1.9011795752852794,1.9108894606204163,1.6921473183073488,1.7739381,1.776243
284,training,20,defender,1.733343381680065,1.707390654984759,1.7050804229417647,2.0641366789983246,2.190447,2.0508897
285,training,20,forward,2.294597410029172,2.2589395974611035,2.258747714071607,2.1340994525955277,2.1914444,2.0791266
286,training,20,goalkeeper,2.8116787965432937,2.7848454633298045,2.7810800198641075,2.1707914022982857,2.2733564,2.1792696
287,training,20,midfielder,1.9001745418481821,1.9019827756193306,1.9060018263344998,1.6924180300694769,1.7803334,1.6804317
288,training,21,defender,1.7279827660992446,1.7013505268289535,1.6978400373707996,2.05499424919466,2.1777875,2.045988
289,training,21,forward,2.2510266606775033,2.2191869252324983,2.22707939565662,2.1036678710089896,2.165193,2.053495
290,training,21,goalkeeper,2.775714775487749,2.737695019042585,2.7320145050166293,2.1498773479884883,2.2582603,2.1673038
291,training,21,midfielder,1.9102377742909509,1.9071968099803607,1.9171209913894391,1.6932600960395152,1.7860392,1.6830999
292,training,22,defender,1.7297804650686865,1.7068848962717653,1.7006702655229275,2.0593193324783914,2.1780357,2.1883855
293,training,22,forward,2.230169981354758,2.190665293179188,2.20057709042606,2.0933469641571785,2.142675,2.125398
294,training,22,goalkeeper,2.783201030534693,2.734599304688681,2.7264700093644194,2.135584180326946,2.2540517,2.2364788
295,training,22,midfielder,1.8940773970977502,1.894787870866279,1.9010876455261736,1.678856047864609,1.763802,1.7644404
296,training,23,defender,1.6281561214038613,1.612650704768102,1.6081778091686774,2.0478507234597125,2.1449754,2.1497276
297,training,23,forward,2.225428745111731,2.187404450137004,2.2038169509822785,2.0782051562043513,2.1062553,2.0890324
298,training,23,goalkeeper,2.7315105744364683,2.6857791815879,2.6745897381351726,2.0931060776157255,2.1996963,2.1765838
299,training,23,midfielder,1.888200899374712,1.8892432354236692,1.895544603334131,1.6837411763223227,1.7500434,1.7456111
300,training,24,defender,1.625810716492826,1.6113328894222918,1.6051281112440297,2.0361724892446444,2.135579,2.1451445
301,training,24,forward,2.2005082240883205,2.161032030109102,2.177697785653488,2.039326512722228,2.0769935,2.0566688
302,training,24,goalkeeper,2.6887429472125604,2.6645027898130866,2.651836388872552,2.092579119737914,2.1859293,2.1819828
303,training,24,midfielder,1.8802676122499886,1.8805770338035825,1.8882891768997003,1.683998581354546,1.7409545,1.7473202
304,training,25,defender,1.6273241758154033,1.613428731331035,1.6083626495505818,2.0413739015120616,2.1399884,2.0394766
305,training,25,forward,2.172946970815326,2.13578189636747,2.149583379561529,2.043287796605725,2.0637546,1.9859502
306,training,25,goalkeeper,2.660497759633319,2.642361155595809,2.6341642117310657,2.076221680114166,2.1961148,2.098682
307,training,25,midfielder,1.8814349752060675,1.8784795586765566,1.8841937700201246,1.6810043289599863,1.7422239,1.6713539
308,training,26,defender,1.6207032411070115,1.6106881605863939,1.602081088850716,2.02480551611238,2.123474,2.1282055
309,training,26,forward,2.1259229418034624,2.0954821615391124,2.10200422926123,2.011515853797019,2.0426934,2.0387022
310,training,26,goalkeeper,2.661337097438603,2.636775915456541,2.622387556314205,2.086232324370143,2.186731,2.2019665
311,training,26,midfielder,1.8712433365872154,1.8699413199706105,1.8762730768053053,1.6736502479200457,1.7333697,1.736815
312,training,27,defender,1.6458918537128362,1.635477955934263,1.6281197434408439,2.053913737947611,2.1491818,2.1529856
313,training,27,forward,2.072522091236954,2.043466733846514,2.050731770338713,1.9654043432963273,1.9970486,1.9781158
314,training,27,goalkeeper,2.6740282180388424,2.6620866548849422,2.6450237750885672,2.1063563484757983,2.2039633,2.1898444
315,training,27,midfielder,1.8542733696517373,1.8533536893803486,1.8603385904630432,1.6567315318609894,1.722117,1.7250227
316,training,28,defender,1.652542368179784,1.6473350972021659,1.6381466951871522,2.065622247396029,2.1670952,2.0522623
317,training,28,forward,2.0553259252324474,2.024635850254185,2.0288234523819924,1.9540036304112989,1.9953774,1.900752
318,training,28,goalkeeper,2.6675482172318072,2.65747737884365,2.636000597379251,2.1168853235889977,2.2198813,2.1419318
319,training,28,midfielder,1.854131979519241,1.8520474493800145,1.858018410751573,1.6585394076251418,1.7264831,1.6514852
320,training,29,defender,1.6526212672711535,1.6478633511842582,1.6384601145770523,2.0703354154261895,2.168064,2.06819
321,training,29,forward,2.0467940408602328,2.016924319036689,2.018696956051689,1.956108652539346,2.0008347,1.9219176
322,training,29,goalkeeper,2.6567047529689245,2.647885791984239,2.627429946707638,2.1486135248410063,2.223232,2.1772144
323,training,29,midfielder,1.838672600414966,1.8387860105795248,1.8448321882187744,1.6494058705379617,1.7157319,1.6418583
324,training,30,defender,1.6459356583972118,1.6405674503393954,1.6304563680276007,2.0657950127852325,2.162698,2.055195
325,training,30,forward,2.05619118858072,2.0283473835528483,2.0310026219869663,1.96121452130189,2.0109463,1.912505
326,training,30,goalkeeper,2.6289047533070464,2.6301999293178606,2.609244683526688,2.1308390254439473,2.223157,2.1471653
327,training,30,midfielder,1.8389806651462777,1.8396226563443154,1.8456827295091234,1.6480246706596524,1.7178088,1.6411719
328,training,31,defender,1.616204677896909,1.6091271404811651,1.6014730919698132,2.036048644503732,2.1455312,2.0246298
329,training,31,forward,2.0743641248798474,2.0441328010602735,2.0460157326326796,1.9957691916998976,2.0356789,1.9280093
330,training,31,goalkeeper,2.586270701261518,2.580575405572536,2.565625703115364,2.093021606916009,2.1931074,2.123764
331,training,31,midfielder,1.8441830330917797,1.8461945870028458,1.850811264192186,1.6579461072309416,1.7268175,1.645716
332,training,32,defender,1.6103218434814066,1.6034245348576812,1.5926922162268289,2.028435393055625,2.1360927,2.0217414
333,training,32,forward,2.0700707996804146,2.0437752891232503,2.0529149055294496,2.0102652589346954,2.0451906,1.9406912
334,training,32,goalkeeper,2.5783581468005683,2.573510789251521,2.5585534591427246,2.107250712920988,2.2093601,2.1340806
335,training,32,midfielder,1.8514757029442999,1.8541002684329195,1.8585530317278394,1.6701417978001263,1.7381055,1.6526798
336,training,33,defender,1.6063343323424575,1.600093281109204,1.5921176464917066,2.019411956406169,2.1259878,2.0150359
337,training,33,forward,2.059045915653653,2.037771068746252,2.051229879279932,1.9982518534064682,2.0457184,1.9501798
338,training,33,goalkeeper,2.5440288359591023,2.5372539033244714,2.5246765522751535,2.0966383920593095,2.1756897,2.116783
339,training,33,midfielder,1.8522847554297284,1.8540449340392835,1.8575058539518865,1.6617764753454296,1.7350647,1.6572921
340,training,34,defender,1.6163813521496218,1.609487483042824,1.5993397344311293,2.0275446918167193,2.131628,2.023711
341,training,34,forward,2.0604215704200777,2.0400538165733035,2.050791441821279,2.0007229591233595,2.0430648,1.9506571
342,training,34,goalkeeper,2.5528743252954853,2.541948302926084,2.5319050965519274,2.1195567259239536,2.1868207,2.1328683
343,training,34,midfielder,1.842685159794224,1.8436979669623792,1.845306317455654,1.6508700140185575,1.7235032,1.6472899
344,training,35,defender,1.6262016731323237,1.6142227567941394,1.6060588038277552,2.0286372208797463,2.129903,2.0246222
345,training,35,forward,2.0631132024365226,2.042113896509978,2.0515768227180335,2.006549549394591,2.04832,1.9487821
346,training,35,goalkeeper,2.5372355730069778,2.528544495447444,2.516477384488469,2.0876012652533595,2.1725867,2.1126685
347,training,35,midfielder,1.8417851667860268,1.8448220060078395,1.847205392948299,1.6540129890074842,1.717982,1.6438692
348,training,36,defender,1.6240900205015878,1.614269765550034,1.6076334550045255,2.0240718202575665,2.1314728,2.0231452
349,training,36,forward,2.0674541174468986,2.0478454101130437,2.058419931665614,2.011831918714671,2.0471756,1.95924
350,training,36,goalkeeper,2.5378335980507702,2.5330102151001914,2.5201771768402446,2.092800189955173,2.1842926,2.1098678
351,training,36,midfielder,1.8405475502553523,1.8448241737283217,1.8459920530240392,1.6471773218132966,1.7229103,1.6466889
352,training,37,defender,1.6201905338467697,1.6080355834642464,1.6029243863196712,2.011219607684705,2.1229372,2.0092487
353,training,37,forward,2.064558464949092,2.043693411866742,2.050408217955659,2.0104389205909303,2.0454843,1.949587
354,training,37,goalkeeper,2.5420835007363802,2.536232790179773,2.525999982549938,2.107430313209253,2.1926637,2.1218812
355,training,37,midfielder,1.84389366173268,1.8501675851111898,1.8511034185749047,1.6565104998382005,1.7255399,1.6452695
356,training,38,defender,1.616535678214105,1.6043708955266835,1.6014007115639624,2.009116105874191,2.1160095,2.0101924
357,training,38,forward,2.0598713010322487,2.040485286293876,2.04347977203715,2.0081558774127015,2.044226,1.9304471
358,training,38,goalkeeper,2.5238983623392333,2.5186854782912245,2.5105144507185297,2.093741636969844,2.1724901,2.106822
359,training,38,midfielder,1.839585658246762,1.8458725408820138,1.8474425001568888,1.6474537948547614,1.7191262,1.6402316
